Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A Comparative Study of Color Correction Algorithms for Tongue Image Inspection;Medical Biometrics;;;;10.1007/978-3-642-13923-9_42;Xingzheng WangDavid Zhang;2010;http://link.springer.com/chapter/10.1007/978-3-642-13923-9_42;Chapter;"A Comparative Study of Color Correction Algorithms for Tongue Image Inspection,""Medical Biometrics"","""","""","""",""10.1007/978-3-642-13923-9_42"",""Xingzheng WangDavid Zhang"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-13923-9_42"",""Chapter"""
Feature Selection by Fuzzy Inference and Its Application to Spam-Mail Filtering;Computational Intelligence and Security;;;;10.1007/11596448_52;Jong-Wan KimSin-Jae Kang;2005;http://link.springer.com/chapter/10.1007/11596448_52;Chapter;"Feature Selection by Fuzzy Inference and Its Application to Spam-Mail Filtering,""Computational Intelligence and Security"","""","""","""",""10.1007/11596448_52"",""Jong-Wan KimSin-Jae Kang"",""2005"",""http://link.springer.com/chapter/10.1007/11596448_52"",""Chapter"""
Orders-of-magnitude performance increases in GPU-accelerated correlation of images from the International Space Station;Journal of Real-Time Image Processing;;5;3;10.1007/s11554-009-0133-1;Peter J. LuHidekazu OkiCatherine A. FreyGregory E. ChamitoffLeroy ChiaoEdward M. FinckeC. Michael FoaleSandra H. MagnusWilliam S. McArthur Jr.Daniel M. TaniPeggy A. WhitsonJeffrey N. WilliamsWilliam V. MeyerRonald J. SickerBrion J. AuMark Christiansen;2010;http://link.springer.com/article/10.1007/s11554-009-0133-1;Article;"Orders-of-magnitude performance increases in GPU-accelerated correlation of images from the International Space Station,""Journal of Real-Time Image Processing"","""",""5"",""3"",""10.1007/s11554-009-0133-1"",""Peter J. LuHidekazu OkiCatherine A. FreyGregory E. ChamitoffLeroy ChiaoEdward M. FinckeC. Michael FoaleSandra H. MagnusWilliam S. McArthur Jr.Daniel M. TaniPeggy A. WhitsonJeffrey N. WilliamsWilliam V. MeyerRonald J. SickerBrion J. AuMark Christiansen"",""2010"",""http://link.springer.com/article/10.1007/s11554-009-0133-1"",""Article"""
Common Scab Detection on Potatoes Using an Infrared Hyperspectral Imaging System;Image Analysis and Processing – ICIAP 2011;;;;10.1007/978-3-642-24088-1_32;Angel Dacal-NietoArno FormellaPilar CarriónEsteban Vazquez-FernandezManuel Fernández-Delgado;2011;http://link.springer.com/chapter/10.1007/978-3-642-24088-1_32;Chapter;"Common Scab Detection on Potatoes Using an Infrared Hyperspectral Imaging System,""Image Analysis and Processing – ICIAP 2011"","""","""","""",""10.1007/978-3-642-24088-1_32"",""Angel Dacal-NietoArno FormellaPilar CarriónEsteban Vazquez-FernandezManuel Fernández-Delgado"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-24088-1_32"",""Chapter"""
CrowdShare: Secure Mobile Resource Sharing;Applied Cryptography and Network Security;;;;10.1007/978-3-642-38980-1_27;N. AsokanAlexandra DmitrienkoMarcin NagyElena ReshetovaAhmad-Reza SadeghiThomas SchneiderStanislaus Stelle;2013;http://link.springer.com/chapter/10.1007/978-3-642-38980-1_27;Chapter;"CrowdShare: Secure Mobile Resource Sharing,""Applied Cryptography and Network Security"","""","""","""",""10.1007/978-3-642-38980-1_27"",""N. AsokanAlexandra DmitrienkoMarcin NagyElena ReshetovaAhmad-Reza SadeghiThomas SchneiderStanislaus Stelle"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-38980-1_27"",""Chapter"""
Double Table Switch: An Efficient Partitioning Algorithm for Bottom-Up Computation of Data Cubes;Advanced Data Mining and Applications;;;;10.1007/978-3-642-17313-4_19;Jinguo YouLianying JiaJianhua HuQingsong HuangJianqing Xi;2010;http://link.springer.com/chapter/10.1007/978-3-642-17313-4_19;Chapter;"Double Table Switch: An Efficient Partitioning Algorithm for Bottom-Up Computation of Data Cubes,""Advanced Data Mining and Applications"","""","""","""",""10.1007/978-3-642-17313-4_19"",""Jinguo YouLianying JiaJianhua HuQingsong HuangJianqing Xi"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-17313-4_19"",""Chapter"""
Sentence Extraction by Graph Neural Networks;Artificial Neural Networks – ICANN 2010;;;;10.1007/978-3-642-15825-4_29;Donatella MuratoreMarkus HagenbuchnerFranco ScarselliAh Chung Tsoi;2010;http://link.springer.com/chapter/10.1007/978-3-642-15825-4_29;Chapter;"Sentence Extraction by Graph Neural Networks,""Artificial Neural Networks – ICANN 2010"","""","""","""",""10.1007/978-3-642-15825-4_29"",""Donatella MuratoreMarkus HagenbuchnerFranco ScarselliAh Chung Tsoi"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-15825-4_29"",""Chapter"""
Wall Motion Classification of Stress Echocardiography Based on Combined Rest-and-Stress Data;Medical Image Computing and Computer-Assisted Intervention – MICCAI 2008;;;;10.1007/978-3-540-85990-1_17;Sarina MansorNicholas P. HughesJ. Alison Noble;2008;http://link.springer.com/chapter/10.1007/978-3-540-85990-1_17;Chapter;"Wall Motion Classification of Stress Echocardiography Based on Combined Rest-and-Stress Data,""Medical Image Computing and Computer-Assisted Intervention – MICCAI 2008"","""","""","""",""10.1007/978-3-540-85990-1_17"",""Sarina MansorNicholas P. HughesJ. Alison Noble"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-85990-1_17"",""Chapter"""
Dynamic Analysis of Manipulator Motion;Applied Dynamics and CAD of Manipulation Robots;;;;10.1007/978-3-642-82204-9_2;D. Sc., Ph. D. Miomir VukobratovićPh. D. Veljko Potkonjak;1985;http://link.springer.com/chapter/10.1007/978-3-642-82204-9_2;Chapter;"Dynamic Analysis of Manipulator Motion,""Applied Dynamics and CAD of Manipulation Robots"","""","""","""",""10.1007/978-3-642-82204-9_2"",""D. Sc., Ph. D. Miomir VukobratovićPh. D. Veljko Potkonjak"",""1985"",""http://link.springer.com/chapter/10.1007/978-3-642-82204-9_2"",""Chapter"""
Multibiometrics and Data Fusion, Standardization;Encyclopedia of Biometrics;;;;10.1007/978-0-387-73003-5_229;Jung SohFarzin DeraviAlessandro TrigliaAlex Bazin;2009;http://link.springer.com/referenceworkentry/10.1007/978-0-387-73003-5_229;ReferenceWorkEntry;"Multibiometrics and Data Fusion, Standardization,""Encyclopedia of Biometrics"","""","""","""",""10.1007/978-0-387-73003-5_229"",""Jung SohFarzin DeraviAlessandro TrigliaAlex Bazin"",""2009"",""http://link.springer.com/referenceworkentry/10.1007/978-0-387-73003-5_229"",""ReferenceWorkEntry"""
Efficient Evolution Strategies for Exploration in mobile robotics;Evolutionary Computing;;;;10.1007/BFb0032780;J. C. W. SullivanA. G. Pipe;1996;http://link.springer.com/chapter/10.1007/BFb0032780;Chapter;"Efficient Evolution Strategies for Exploration in mobile robotics,""Evolutionary Computing"","""","""","""",""10.1007/BFb0032780"",""J. C. W. SullivanA. G. Pipe"",""1996"",""http://link.springer.com/chapter/10.1007/BFb0032780"",""Chapter"""
Graphics Hardware Implementation of the Parameter-Less Self-organising Map;Intelligent Data Engineering and Automated Learning - IDEAL 2005;;;;10.1007/11508069_45;Alexander CampbellErik BerglundAlexander Streit;2005;http://link.springer.com/chapter/10.1007/11508069_45;Chapter;"Graphics Hardware Implementation of the Parameter-Less Self-organising Map,""Intelligent Data Engineering and Automated Learning - IDEAL 2005"","""","""","""",""10.1007/11508069_45"",""Alexander CampbellErik BerglundAlexander Streit"",""2005"",""http://link.springer.com/chapter/10.1007/11508069_45"",""Chapter"""
Path Generation Issues for Survivable Network Design;Computational Science and Its Applications – ICCSA 2008;;;;10.1007/978-3-540-69848-7_65;Michał PióroTomasz ŚliwińskiMichał ZagożdżonMateusz DzidaWłodzimierz Ogryczak;2008;http://link.springer.com/chapter/10.1007/978-3-540-69848-7_65;Chapter;"Path Generation Issues for Survivable Network Design,""Computational Science and Its Applications – ICCSA 2008"","""","""","""",""10.1007/978-3-540-69848-7_65"",""Michał PióroTomasz ŚliwińskiMichał ZagożdżonMateusz DzidaWłodzimierz Ogryczak"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-69848-7_65"",""Chapter"""
An effective cuckoo search algorithm for large-scale combined heat and power economic dispatch problem;Neural Computing and Applications;;;;10.1007/s00521-017-2941-8;Thang Trung NguyenThuan Thanh NguyenDieu Ngoc Vo;2017;http://link.springer.com/article/10.1007/s00521-017-2941-8;Article;"An effective cuckoo search algorithm for large-scale combined heat and power economic dispatch problem,""Neural Computing and Applications"","""","""","""",""10.1007/s00521-017-2941-8"",""Thang Trung NguyenThuan Thanh NguyenDieu Ngoc Vo"",""2017"",""http://link.springer.com/article/10.1007/s00521-017-2941-8"",""Article"""
FastFDs: A Heuristic-Driven, Depth-First Algorithm for Mining Functional Dependencies from Relation Instances Extended Abstract;Data Warehousing and Knowledge Discovery;;;;10.1007/3-540-44801-2_11;Catharine WyssChris GiannellaEdward Robertson;2001;http://link.springer.com/chapter/10.1007/3-540-44801-2_11;Chapter;"FastFDs: A Heuristic-Driven, Depth-First Algorithm for Mining Functional Dependencies from Relation Instances Extended Abstract,""Data Warehousing and Knowledge Discovery"","""","""","""",""10.1007/3-540-44801-2_11"",""Catharine WyssChris GiannellaEdward Robertson"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-44801-2_11"",""Chapter"""
Frequent Itemset Discovery with SQL Using Universal Quantification;Database Support for Data Mining Applications;;;;10.1007/978-3-540-44497-8_10;Ralf Rantzau;2004;http://link.springer.com/chapter/10.1007/978-3-540-44497-8_10;Chapter;"Frequent Itemset Discovery with SQL Using Universal Quantification,""Database Support for Data Mining Applications"","""","""","""",""10.1007/978-3-540-44497-8_10"",""Ralf Rantzau"",""2004"",""http://link.springer.com/chapter/10.1007/978-3-540-44497-8_10"",""Chapter"""
The AutoLISP World;Essential AutoLISP®;;;;10.1007/978-1-4612-2350-4_1;Roy Harkow;1996;http://link.springer.com/chapter/10.1007/978-1-4612-2350-4_1;Chapter;"The AutoLISP World,""Essential AutoLISP®"","""","""","""",""10.1007/978-1-4612-2350-4_1"",""Roy Harkow"",""1996"",""http://link.springer.com/chapter/10.1007/978-1-4612-2350-4_1"",""Chapter"""
CONFIIT: A Middleware for Peer to Peer Computing;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44842-X_8;Olivier FlauzacMichaël KrajeckiJean Fugère;2003;http://link.springer.com/chapter/10.1007/3-540-44842-X_8;Chapter;"CONFIIT: A Middleware for Peer to Peer Computing,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44842-X_8"",""Olivier FlauzacMichaël KrajeckiJean Fugère"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44842-X_8"",""Chapter"""
A Parallel Algebraic Multigrid Solver on Graphics Processing Units;High Performance Computing and Applications;;;;10.1007/978-3-642-11842-5_5;Gundolf HaaseManfred LiebmannCraig C. DouglasGernot Plank;2010;http://link.springer.com/chapter/10.1007/978-3-642-11842-5_5;Chapter;"A Parallel Algebraic Multigrid Solver on Graphics Processing Units,""High Performance Computing and Applications"","""","""","""",""10.1007/978-3-642-11842-5_5"",""Gundolf HaaseManfred LiebmannCraig C. DouglasGernot Plank"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-11842-5_5"",""Chapter"""
Selecting for Air Traffic Control: The State of the Art;Automation and Systems Issues in Air Traffic Control;;;;10.1007/978-3-642-76556-8_38;Hilda Wing;1991;http://link.springer.com/chapter/10.1007/978-3-642-76556-8_38;Chapter;"Selecting for Air Traffic Control: The State of the Art,""Automation and Systems Issues in Air Traffic Control"","""","""","""",""10.1007/978-3-642-76556-8_38"",""Hilda Wing"",""1991"",""http://link.springer.com/chapter/10.1007/978-3-642-76556-8_38"",""Chapter"""
Spatial indexing of high-dimensional data based on relative approximation;The VLDB Journal;;11;2;10.1007/s00778-002-0066-9;Yasushi SakuraiMasatoshi YoshikawaShunsuke UemuraHaruhiko Kojima;2002;http://link.springer.com/article/10.1007/s00778-002-0066-9;Article;"Spatial indexing of high-dimensional data based on relative approximation,""The VLDB Journal"","""",""11"",""2"",""10.1007/s00778-002-0066-9"",""Yasushi SakuraiMasatoshi YoshikawaShunsuke UemuraHaruhiko Kojima"",""2002"",""http://link.springer.com/article/10.1007/s00778-002-0066-9"",""Article"""
Relational reinforcement learning;Inductive Logic Programming;;;;10.1007/BFb0027307;Sašo DžeroskiLuc De RaedtHendrik Blockeel;1998;http://link.springer.com/chapter/10.1007/BFb0027307;Chapter;"Relational reinforcement learning,""Inductive Logic Programming"","""","""","""",""10.1007/BFb0027307"",""Sašo DžeroskiLuc De RaedtHendrik Blockeel"",""1998"",""http://link.springer.com/chapter/10.1007/BFb0027307"",""Chapter"""
FFTs in external or hierarchical memory;The Journal of Supercomputing;;4;1;10.1007/BF00162341;David H. Bailey;1990;http://link.springer.com/article/10.1007/BF00162341;Article;"FFTs in external or hierarchical memory,""The Journal of Supercomputing"","""",""4"",""1"",""10.1007/BF00162341"",""David H. Bailey"",""1990"",""http://link.springer.com/article/10.1007/BF00162341"",""Article"""
Multibiometrics and Data Fusion Standardization;Encyclopedia of Biometrics;;;;10.1007/978-1-4899-7488-4_229;Farzin DeraviRichard T. LazarickMichael ThiemeBian YangJung SohAlessandro TrigliaAlex Bazin;2015;http://link.springer.com/referenceworkentry/10.1007/978-1-4899-7488-4_229;ReferenceWorkEntry;"Multibiometrics and Data Fusion Standardization,""Encyclopedia of Biometrics"","""","""","""",""10.1007/978-1-4899-7488-4_229"",""Farzin DeraviRichard T. LazarickMichael ThiemeBian YangJung SohAlessandro TrigliaAlex Bazin"",""2015"",""http://link.springer.com/referenceworkentry/10.1007/978-1-4899-7488-4_229"",""ReferenceWorkEntry"""
Multibiometrics and Data Fusion Standardization;Encyclopedia of Biometrics;;;;10.1007/978-3-642-27733-7_229-2;Farzin DeraviRichard T. LazarickMichael ThiemeBian YangJung SohAlessandro TrigliaAlex Bazin;2014;http://link.springer.com/referenceworkentry/10.1007/978-3-642-27733-7_229-2;ReferenceWorkEntry;"Multibiometrics and Data Fusion Standardization,""Encyclopedia of Biometrics"","""","""","""",""10.1007/978-3-642-27733-7_229-2"",""Farzin DeraviRichard T. LazarickMichael ThiemeBian YangJung SohAlessandro TrigliaAlex Bazin"",""2014"",""http://link.springer.com/referenceworkentry/10.1007/978-3-642-27733-7_229-2"",""ReferenceWorkEntry"""
3D Protein Peptide Chain Search Using an Improved Genetic Algorithm;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44839-X_35;Zhenglin YangGuirong Liu;2003;http://link.springer.com/chapter/10.1007/3-540-44839-X_35;Chapter;"3D Protein Peptide Chain Search Using an Improved Genetic Algorithm,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44839-X_35"",""Zhenglin YangGuirong Liu"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44839-X_35"",""Chapter"""
Rotation and Scale Invariant Shape Description Using the Contour Segment Curvature;Brain, Vision, and Artificial Intelligence;;;;10.1007/11565123_41;Min-Ki Kim;2005;http://link.springer.com/chapter/10.1007/11565123_41;Chapter;"Rotation and Scale Invariant Shape Description Using the Contour Segment Curvature,""Brain, Vision, and Artificial Intelligence"","""","""","""",""10.1007/11565123_41"",""Min-Ki Kim"",""2005"",""http://link.springer.com/chapter/10.1007/11565123_41"",""Chapter"""
Development of a Quality Control Protocol for Digital Breast Tomosynthesis Systems in the TOMMY Trial;Breast Imaging;;;;10.1007/978-3-642-31271-7_43;Celia J. StrudleyKenneth C. YoungJennifer M. OdukoPadraig LooneyAnnabel BarnardFiona J. Gilbert;2012;http://link.springer.com/chapter/10.1007/978-3-642-31271-7_43;Chapter;"Development of a Quality Control Protocol for Digital Breast Tomosynthesis Systems in the TOMMY Trial,""Breast Imaging"","""","""","""",""10.1007/978-3-642-31271-7_43"",""Celia J. StrudleyKenneth C. YoungJennifer M. OdukoPadraig LooneyAnnabel BarnardFiona J. Gilbert"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-31271-7_43"",""Chapter"""
Reducing Context-Bounded Concurrent Reachability to Sequential Reachability;Computer Aided Verification;;;;10.1007/978-3-642-02658-4_36;Salvatore La TorreP. MadhusudanGennaro Parlato;2009;http://link.springer.com/chapter/10.1007/978-3-642-02658-4_36;Chapter;"Reducing Context-Bounded Concurrent Reachability to Sequential Reachability,""Computer Aided Verification"","""","""","""",""10.1007/978-3-642-02658-4_36"",""Salvatore La TorreP. MadhusudanGennaro Parlato"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-02658-4_36"",""Chapter"""
Noise Subspace Fuzzy C-Means Clustering for Robust Speech Recognition;Computational Science and Its Applications - ICCSA 2006;;;;10.1007/11751649_85;J. M. GórrizJ. RamírezJ. C. SeguraC. G. PuntonetJ. J. González;2006;http://link.springer.com/chapter/10.1007/11751649_85;Chapter;"Noise Subspace Fuzzy C-Means Clustering for Robust Speech Recognition,""Computational Science and Its Applications - ICCSA 2006"","""","""","""",""10.1007/11751649_85"",""J. M. GórrizJ. RamírezJ. C. SeguraC. G. PuntonetJ. J. González"",""2006"",""http://link.springer.com/chapter/10.1007/11751649_85"",""Chapter"""
